"","STArea","STSite","Gender"
"700098441","Oral","Supragingival_plaque","Female"
"700098450","Vaginal","Posterior_fornix","Female"
"700098554","Oral","Supragingival_plaque","Male"
"700098561","Gut","Stool","Male"
"700098573","Oral","Tongue_dorsum","Male"
"700098577","Oral","Buccal_mucosa","Male"
"700098597","Skin","Anterior_nares","Male"
"700098669","Gut","Stool","Female"
"700098677","Oral","Buccal_mucosa","Female"
"700098681","Oral","Supragingival_plaque","Female"
"700098690","Vaginal","Posterior_fornix","Female"
"700098913","Oral","Supragingival_plaque","Female"
"700099014","Oral","Supragingival_plaque","Female"
"700099343","Skin","Anterior_nares","Male"
"700099512","Gut","Stool","Female"
"700099518","Oral","Tongue_dorsum","Female"
"700099524","Oral","Supragingival_plaque","Female"
"700099743","Vaginal","Posterior_fornix","Female"
"700099745","Vaginal","Posterior_fornix","Female"
"700099803","Gut","Stool","Male"
"700099811","Oral","Buccal_mucosa","Male"
"700099815","Oral","Supragingival_plaque","Male"
"700099834","Oral","Tongue_dorsum","Male"
"700099886","Gut","Stool","Female"
"700099894","Oral","Buccal_mucosa","Female"
"700099898","Oral","Supragingival_plaque","Female"
"700099907","Vaginal","Posterior_fornix","Female"
"700099920","Oral","Tongue_dorsum","Female"
"700100022","Gut","Stool","Male"
"700100227","Gut","Stool","Female"
"700100233","Oral","Tongue_dorsum","Female"
"700100235","Oral","Buccal_mucosa","Female"
"700100239","Oral","Supragingival_plaque","Female"
"700100245","Skin","Anterior_nares","Female"
"700100248","Vaginal","Posterior_fornix","Female"
"700100312","Gut","Stool","Male"
"700100324","Oral","Tongue_dorsum","Male"
"700100328","Oral","Buccal_mucosa","Male"
"700100336","Oral","Supragingival_plaque","Male"
"700100419","Oral","Tongue_dorsum","Male"
"700100425","Oral","Supragingival_plaque","Male"
"700100431","Skin","Anterior_nares","Male"
"700100432","Gut","Stool","Male"
"700100448","Oral","Buccal_mucosa","Male"
"700100471","Gut","Stool","Female"
"700100477","Oral","Tongue_dorsum","Female"
"700100479","Oral","Buccal_mucosa","Female"
"700100483","Oral","Supragingival_plaque","Female"
"700100526","Skin","Anterior_nares","Female"
"700100533","Vaginal","Posterior_fornix","Female"
"700100540","Gut","Stool","Male"
"700100541","Gut","Stool","Male"
"700100546","Oral","Tongue_dorsum","Male"
"700100552","Oral","Supragingival_plaque","Male"
"700100572","Oral","Tongue_dorsum","Male"
"700100584","Oral","Supragingival_plaque","Male"
"700100600","Gut","Stool","Male"
"700100606","Oral","Tongue_dorsum","Male"
"700100608","Oral","Buccal_mucosa","Male"
"700100612","Oral","Supragingival_plaque","Male"
"700100618","Skin","Anterior_nares","Male"
"700101243","Gut","Stool","Female"
"700101255","Oral","Tongue_dorsum","Female"
"700101259","Oral","Buccal_mucosa","Female"
"700101267","Oral","Supragingival_plaque","Female"
"700101279","Skin","Anterior_nares","Female"
"700101288","Vaginal","Posterior_fornix","Female"
"700101353","Oral","Tongue_dorsum","Male"
"700101366","Gut","Stool","Male"
"700101382","Oral","Buccal_mucosa","Male"
"700101390","Oral","Supragingival_plaque","Male"
"700101521","Oral","Tongue_dorsum","Female"
"700101523","Oral","Buccal_mucosa","Female"
"700101527","Oral","Supragingival_plaque","Female"
"700101534","Gut","Stool","Female"
"700101570","Skin","Anterior_nares","Female"
"700101574","Vaginal","Posterior_fornix","Female"
"700101581","Gut","Stool","Male"
"700101587","Oral","Tongue_dorsum","Male"
"700101593","Oral","Supragingival_plaque","Male"
"700101616","Oral","Buccal_mucosa","Male"
"700101628","Skin","L_Retroauricular_crease","Male"
"700101638","Gut","Stool","Male"
"700101644","Oral","Tongue_dorsum","Male"
"700101646","Oral","Buccal_mucosa","Male"
"700101650","Oral","Supragingival_plaque","Male"
"700101840","Gut","Stool","Male"
"700101848","Oral","Buccal_mucosa","Male"
"700101852","Oral","Supragingival_plaque","Male"
"700101858","Skin","Anterior_nares","Male"
"700101871","Oral","Tongue_dorsum","Male"
"700101887","Skin","L_Retroauricular_crease","Male"
"700101889","Skin","R_Retroauricular_crease","Male"
"700101911","Skin","L_Retroauricular_crease","Male"
"700101916","Gut","Stool","Male"
"700101928","Oral","Tongue_dorsum","Male"
"700101940","Oral","Supragingival_plaque","Male"
"700101946","Skin","R_Retroauricular_crease","Male"
"700102043","Gut","Stool","Male"
"700105358","Oral","Tongue_dorsum","Male"
"700106646","Gut","Stool","Male"
"700106876","Gut","Stool","Female"
"700105321","Oral","Supragingival_plaque","Male"
"700108538","Oral","Buccal_mucosa","Female"
"700106121","Vaginal","Posterior_fornix","Female"
"700107197","Oral","Buccal_mucosa","Male"
"700038905","Oral","Tongue_dorsum","Male"
"700109231","Gut","Stool","Female"
"700106493","Vaginal","Posterior_fornix","Female"
"700105771","Gut","Stool","Male"
"700038600","Oral","Tongue_dorsum","Male"
"700103477","Gut","Stool","Male"
"700106343","Oral","Buccal_mucosa","Male"
"700107396","Vaginal","Posterior_fornix","Female"
"700106325","Gut","Stool","Female"
"700105213","Oral","Tongue_dorsum","Female"
"700109581","Skin","Anterior_nares","Male"
"700108218","Gut","Stool","Female"
"700106836","Gut","Stool","Female"
"700109639","Skin","Anterior_nares","Female"
"700109242","Oral","Supragingival_plaque","Female"
"700106291","Gut","Stool","Female"
"700103662","Oral","Supragingival_plaque","Female"
"700106254","Oral","Supragingival_plaque","Female"
"700106223","Oral","Buccal_mucosa","Female"
"700038766","Oral","Tongue_dorsum","Female"
"700105833","Skin","Anterior_nares","Male"
"700103710","Gut","Stool","Female"
"700102317","Skin","Anterior_nares","Male"
"700105016","Oral","Tongue_dorsum","Male"
"700106746","Oral","Tongue_dorsum","Female"
"700107389","Skin","L_Retroauricular_crease","Female"
"700102307","Oral","Buccal_mucosa","Male"
"700107195","Oral","Tongue_dorsum","Male"
"700102659","Gut","Stool","Male"
"700105215","Oral","Buccal_mucosa","Female"
"700107059","Gut","Stool","Male"
"700102917","Oral","Supragingival_plaque","Male"
"700038587","Oral","Supragingival_plaque","Male"
"700105049","Gut","Stool","Female"
"700106608","Oral","Supragingival_plaque","Male"
"700103610","Oral","Buccal_mucosa","Male"
"700106207","Oral","Buccal_mucosa","Male"
"700106412","Gut","Stool","Male"
"700106311","Oral","Supragingival_plaque","Female"
"700106933","Oral","Tongue_dorsum","Male"
"700038770","Oral","Buccal_mucosa","Female"
"700103626","Oral","Tongue_dorsum","Male"
"700108173","Oral","Supragingival_plaque","Male"
"700106694","Gut","Stool","Male"
"700106284","Oral","Supragingival_plaque","Female"
"700106278","Oral","Tongue_dorsum","Female"
"700108542","Oral","Supragingival_plaque","Female"
"700109571","Oral","Buccal_mucosa","Male"
"700102411","Skin","Anterior_nares","Male"
"700106602","Oral","Tongue_dorsum","Male"
"700103558","Gut","Stool","Male"
"700105263","Skin","Anterior_nares","Male"
"700103708","Vaginal","Posterior_fornix","Female"
"700024845","Vaginal","Posterior_fornix","Female"
"700108840","Gut","Stool","Male"
"700102299","Gut","Stool","Male"
"700109633","Oral","Supragingival_plaque","Female"
"700038583","Oral","Buccal_mucosa","Male"
"700110425","Oral","Tongue_dorsum","Male"
"700105940","Gut","Stool","Male"
"700103639","Oral","Supragingival_plaque","Male"
"700038546","Gut","Stool","Male"
"700038859","Oral","Buccal_mucosa","Male"
"700106126","Oral","Buccal_mucosa","Female"
"700107201","Oral","Supragingival_plaque","Male"
"700107398","Gut","Stool","Female"
"700106347","Oral","Supragingival_plaque","Male"
"700103246","Oral","Tongue_dorsum","Female"
"700109636","Skin","R_Retroauricular_crease","Female"
"700106430","Skin","R_Retroauricular_crease","Female"
"700108847","Oral","Buccal_mucosa","Male"
"700110419","Gut","Stool","Male"
"700038594","Gut","Stool","Male"
"700110161","Oral","Tongue_dorsum","Female"
"700108161","Gut","Stool","Male"
"700105675","Oral","Supragingival_plaque","Female"
"700105613","Gut","Stool","Female"
"700110437","Skin","Anterior_nares","Male"
"700109564","Gut","Stool","Male"
"700108162","Gut","Stool","Male"
"700103658","Oral","Buccal_mucosa","Female"
"700103278","Vaginal","Posterior_fornix","Female"
"700108857","Skin","Anterior_nares","Male"
"700106338","Skin","Anterior_nares","Male"
"700105312","Gut","Stool","Male"
"700106175","Skin","Anterior_nares","Male"
"700110089","Gut","Stool","Female"
"700105669","Oral","Tongue_dorsum","Female"
"700105787","Gut","Stool","Female"
"700105885","Oral","Tongue_dorsum","Male"
"700110427","Oral","Buccal_mucosa","Male"
"700102364","Oral","Buccal_mucosa","Male"
"700106659","Skin","R_Retroauricular_crease","Male"
"700106504","Gut","Stool","Female"
"700038493","Gut","Stool","Male"
"700105000","Gut","Stool","Male"
"700038391","Skin","Anterior_nares","Male"
"700105580","Gut","Stool","Male"
"700106663","Gut","Stool","Male"
"700105237","Gut","Stool","Female"
"700106866","Oral","Supragingival_plaque","Female"
"700107083","Oral","Supragingival_plaque","Male"
"700103258","Oral","Supragingival_plaque","Female"
"700108545","Skin","R_Retroauricular_crease","Female"
"700106331","Vaginal","Posterior_fornix","Female"
"700103656","Oral","Tongue_dorsum","Female"
"700038456","Oral","Tongue_dorsum","Male"
"700107095","Skin","Anterior_nares","Male"
"700105738","Skin","Anterior_nares","Male"
"700105390","Oral","Supragingival_plaque","Male"
"700105243","Oral","Tongue_dorsum","Female"
"700106808","Vaginal","Posterior_fornix","Female"
"700105991","Gut","Stool","Female"
"700107885","Oral","Supragingival_plaque","Male"
"700102456","Oral","Supragingival_plaque","Male"
"700038756","Skin","Anterior_nares","Female"
"700038625","Gut","Stool","Male"
"700106068","Oral","Tongue_dorsum","Female"
"700106614","Skin","Anterior_nares","Male"
"700105685","Gut","Stool","Female"
"700038870","Gut","Stool","Male"
"700038901","Gut","Stool","Male"
"700106913","Gut","Stool","Female"
"700038686","Oral","Tongue_dorsum","Female"
"700105266","Oral","Tongue_dorsum","Male"
"700109251","Vaginal","Posterior_fornix","Female"
"700038688","Oral","Buccal_mucosa","Female"
"700102586","Gut","Stool","Female"
"700038955","Skin","Anterior_nares","Male"
"700106181","Oral","Buccal_mucosa","Male"
"700106299","Oral","Tongue_dorsum","Female"
"700109236","Oral","Tongue_dorsum","Female"
"700106945","Skin","Anterior_nares","Male"
"700106056","Gut","Stool","Female"
"700108536","Oral","Tongue_dorsum","Female"
"700102905","Gut","Stool","Male"
"700106268","Skin","Anterior_nares","Female"
"700102591","Oral","Tongue_dorsum","Female"
"700105612","Gut","Stool","Male"
"700108548","Skin","Anterior_nares","Female"
"700106875","Vaginal","Posterior_fornix","Female"
"700107879","Oral","Tongue_dorsum","Male"
"700110431","Oral","Supragingival_plaque","Male"
"700105268","Oral","Buccal_mucosa","Male"
"700038907","Oral","Buccal_mucosa","Male"
"700110167","Oral","Supragingival_plaque","Female"
"700105684","Vaginal","Posterior_fornix","Female"
"700038420","Oral","Tongue_dorsum","Male"
"700105720","Vaginal","Posterior_fornix","Female"
"700106632","Oral","Supragingival_plaque","Male"
"700108095","Gut","Stool","Female"
"700105153","Gut","Stool","Female"
"700102911","Oral","Tongue_dorsum","Male"
"700106762","Vaginal","Posterior_fornix","Female"
"700108853","Skin","L_Retroauricular_crease","Male"
"700106198","Gut","Stool","Male"
"700105370","Skin","Anterior_nares","Male"
"700038702","Gut","Stool","Female"
"700102242","Gut","Stool","Male"
"700107189","Gut","Stool","Male"
"700038414","Gut","Stool","Male"
"700108169","Oral","Buccal_mucosa","Male"
"700102585","Gut","Stool","Female"
"700106280","Oral","Buccal_mucosa","Female"
"700038593","Skin","Anterior_nares","Male"
"700109621","Gut","Stool","Female"
"700106442","Oral","Buccal_mucosa","Female"
"700038632","Oral","Buccal_mucosa","Female"
"700038759","Vaginal","Posterior_fornix","Female"
"700110173","Skin","Anterior_nares","Female"
"700106221","Oral","Tongue_dorsum","Female"
"700106615","Gut","Stool","Male"
"700038472","Gut","Stool","Male"
"700106805","Skin","Anterior_nares","Female"
"700108341","Gut","Stool","Female"
"700107390","Skin","R_Retroauricular_crease","Female"
"700038397","Oral","Buccal_mucosa","Male"
"700107046","Oral","Tongue_dorsum","Male"
"700106341","Oral","Tongue_dorsum","Male"
"700038806","Gut","Stool","Female"
"700105471","Oral","Buccal_mucosa","Female"
"700108107","Oral","Supragingival_plaque","Female"
"700108896","Gut","Stool","Male"
"700109629","Oral","Buccal_mucosa","Female"
"700103446","Gut","Stool","Male"
"700105882","Gut","Stool","Male"
"700106946","Gut","Stool","Male"
"700105517","Gut","Stool","Male"
"700105372","Gut","Stool","Male"
"700106242","Oral","Tongue_dorsum","Female"
"700109238","Oral","Buccal_mucosa","Female"
"700105162","Oral","Supragingival_plaque","Female"
"700038863","Oral","Supragingival_plaque","Male"
"700105219","Oral","Supragingival_plaque","Female"
"700106436","Vaginal","Posterior_fornix","Female"
"700105152","Vaginal","Posterior_fornix","Female"
"700103651","Skin","Anterior_nares","Male"
"700103479","Gut","Stool","Female"
"700038869","Skin","Anterior_nares","Male"
"700108551","Vaginal","Posterior_fornix","Female"
"700108103","Oral","Buccal_mucosa","Female"
"700103608","Oral","Tongue_dorsum","Male"
"700106809","Gut","Stool","Female"
"700106818","Oral","Supragingival_plaque","Female"
"700106130","Oral","Supragingival_plaque","Female"
"700102356","Gut","Stool","Male"
"700102254","Oral","Supragingival_plaque","Male"
"700107930","Gut","Stool","Male"
"700038911","Oral","Supragingival_plaque","Male"
"700106440","Oral","Tongue_dorsum","Female"
"700038805","Vaginal","Posterior_fornix","Female"
"700109569","Oral","Tongue_dorsum","Male"
"700106496","Oral","Tongue_dorsum","Female"
"700109506","Gut","Stool","Male"
"700106061","Skin","Anterior_nares","Female"
"700106446","Oral","Supragingival_plaque","Female"
"700109404","Vaginal","Posterior_fornix","Female"
"700109391","Oral","Buccal_mucosa","Female"
"700106170","Gut","Stool","Female"
"700102606","Vaginal","Posterior_fornix","Female"
"700107207","Skin","Anterior_nares","Male"
"700109642","Vaginal","Posterior_fornix","Female"
"700106862","Oral","Buccal_mucosa","Female"
"700106074","Oral","Supragingival_plaque","Female"
"700103617","Skin","R_Retroauricular_crease","Male"
"700110222","Gut","Stool","Female"
"700107375","Gut","Stool","Female"
"700107376","Gut","Stool","Female"
"700038761","Gut","Stool","Female"
"700109987","Gut","Stool","Male"
"700106229","Gut","Stool","Female"
"700038802","Skin","Anterior_nares","Female"
"700107873","Gut","Stool","Male"
"700107887","Skin","L_Retroauricular_crease","Male"
"700106203","Oral","Tongue_dorsum","Male"
"700106656","Oral","Supragingival_plaque","Male"
"700103652","Gut","Stool","Male"
"700106860","Oral","Tongue_dorsum","Female"
"700038750","Oral","Supragingival_plaque","Female"
"700108530","Gut","Stool","Female"
"700105990","Vaginal","Posterior_fornix","Female"
"700038744","Oral","Tongue_dorsum","Female"
"700106710","Oral","Supragingival_plaque","Male"
"700109395","Oral","Supragingival_plaque","Female"
"700107414","Oral","Buccal_mucosa","Female"
"700107489","Gut","Stool","Male"
"700106433","Skin","Anterior_nares","Female"
"700038533","Oral","Tongue_dorsum","Male"
"700106215","Oral","Supragingival_plaque","Male"
"700109449","Gut","Stool","Male"
"700102368","Oral","Supragingival_plaque","Male"
"700102421","Oral","Buccal_mucosa","Male"
"700106465","Gut","Stool","Female"
"700038815","Oral","Supragingival_plaque","Female"
"700106124","Oral","Tongue_dorsum","Female"
"700108096","Gut","Stool","Female"
"700106652","Oral","Buccal_mucosa","Male"
"700108167","Oral","Tongue_dorsum","Male"
"700102243","Gut","Stool","Male"
"700106754","Gut","Stool","Female"
"700106065","Gut","Stool","Female"
"700105209","Vaginal","Posterior_fornix","Female"
"700109627","Oral","Tongue_dorsum","Female"
"700038778","Oral","Supragingival_plaque","Female"
"700038956","Gut","Stool","Male"
"700105235","Vaginal","Posterior_fornix","Female"
"700106070","Oral","Buccal_mucosa","Female"
"700108845","Oral","Tongue_dorsum","Male"
"700106258","Gut","Stool","Female"
"700110176","Vaginal","Posterior_fornix","Female"
"700103439","Oral","Supragingival_plaque","Male"
"700106227","Oral","Supragingival_plaque","Female"
"700102305","Oral","Tongue_dorsum","Male"
"700105302","Oral","Supragingival_plaque","Male"
"700102362","Oral","Tongue_dorsum","Male"
"700107566","Gut","Stool","Male"
"700106333","Gut","Stool","Male"
"700109230","Gut","Stool","Female"
"700106303","Oral","Buccal_mucosa","Female"
"700105475","Oral","Supragingival_plaque","Female"
"700103572","Oral","Supragingival_plaque","Male"
"700038796","Vaginal","Posterior_fornix","Female"
"700107383","Oral","Buccal_mucosa","Female"
"700103668","Skin","Anterior_nares","Female"
"700105306","Gut","Stool","Male"
"700109563","Gut","Stool","Male"
"700038809","Oral","Tongue_dorsum","Female"
"700105156","Oral","Tongue_dorsum","Female"
"700105255","Oral","Supragingival_plaque","Female"
"700107881","Oral","Buccal_mucosa","Male"
"700038833","Gut","Stool","Female"
"700105467","Vaginal","Posterior_fornix","Female"
"700103621","Gut","Stool","Male"
"700038692","Oral","Supragingival_plaque","Female"
"700106812","Oral","Tongue_dorsum","Female"
"700107440","Vaginal","Posterior_fornix","Female"
"700106064","Vaginal","Posterior_fornix","Female"
"700109577","Skin","L_Retroauricular_crease","Male"
"700108179","Skin","Anterior_nares","Male"
"700106275","Vaginal","Posterior_fornix","Female"
"700106814","Oral","Buccal_mucosa","Female"
"700038485","Oral","Tongue_dorsum","Male"
"700106290","Skin","Anterior_nares","Female"
"700106560","Oral","Supragingival_plaque","Female"
"700110163","Oral","Buccal_mucosa","Female"
"700038918","Gut","Stool","Male"
"700105735","Skin","R_Retroauricular_crease","Male"
"700108101","Oral","Tongue_dorsum","Female"
"700106650","Oral","Tongue_dorsum","Male"
"700105315","Oral","Tongue_dorsum","Male"
"700108116","Vaginal","Posterior_fornix","Female"
"700103433","Oral","Tongue_dorsum","Male"
"700106706","Oral","Buccal_mucosa","Male"
"700109383","Gut","Stool","Female"
"700109921","Gut","Stool","Female"
"700105531","Oral","Supragingival_plaque","Male"
"700038857","Oral","Tongue_dorsum","Male"
"700108109","Skin","L_Retroauricular_crease","Female"
"700106993","Oral","Supragingival_plaque","Male"
"700102444","Oral","Tongue_dorsum","Male"
"700110155","Gut","Stool","Female"
"700106179","Oral","Tongue_dorsum","Male"
"700106294","Vaginal","Posterior_fornix","Female"
"700102632","Oral","Supragingival_plaque","Female"
"700102650","Vaginal","Posterior_fornix","Female"
"700105158","Oral","Buccal_mucosa","Female"
"700102311","Oral","Supragingival_plaque","Male"
"700108839","Gut","Stool","Male"
"700102913","Oral","Buccal_mucosa","Male"
"700038498","Skin","Anterior_nares","Male"
"700105360","Oral","Buccal_mucosa","Male"
"700102848","Gut","Stool","Male"
"700102405","Skin","R_Retroauricular_crease","Male"
"700038746","Oral","Buccal_mucosa","Female"
"700106118","Skin","Anterior_nares","Female"
"700038590","Skin","R_Retroauricular_crease","Male"
"700109575","Oral","Supragingival_plaque","Male"
"700107547","Gut","Stool","Male"
"700105726","Oral","Tongue_dorsum","Male"
"700107891","Skin","Anterior_nares","Male"
"700109635","Skin","L_Retroauricular_crease","Female"
"700102525","Oral","Tongue_dorsum","Female"
"700105210","Gut","Stool","Female"
"700108851","Oral","Supragingival_plaque","Male"
"700102432","Gut","Stool","Male"
"700038401","Oral","Supragingival_plaque","Male"
"700114765","Oral","Subgingival_plaque","Male"
"700113616","Gut","Stool","Male"
"700113502","Vaginal","Posterior_fornix","Female"
"700114066","Vaginal","Posterior_fornix","Female"
"700114464","Oral","Tongue_dorsum","Female"
"700113622","Oral","Tongue_dorsum","Male"
"700113548","Vaginal","Vaginal_introitus","Female"
"700114386","Skin","Anterior_nares","Male"
"700113071","Skin","Anterior_nares","Male"
"700113114","Gut","Stool","Female"
"700114283","Oral","Throat","Female"
"700110354","Gut","Stool","Female"
"700114120","Skin","Anterior_nares","Female"
"700113161","Oral","Tongue_dorsum","Female"
"700111223","Gut","Stool","Female"
"700114429","Vaginal","Vaginal_introitus","Female"
"700111032","Oral","Tongue_dorsum","Male"
"700114333","Oral","Hard_palate","Male"
"700114555","Vaginal","Vaginal_introitus","Female"
"700113022","Oral","Supragingival_plaque","Male"
"700114097","Skin","Anterior_nares","Female"
"700112003","Skin","Anterior_nares","Male"
"700110812","Gut","Stool","Female"
"700114706","Skin","Anterior_nares","Male"
"700112041","Skin","Anterior_nares","Male"
"700114162","Gut","Stool","Male"
"700114763","Oral","Throat","Male"
"700114328","Skin","Anterior_nares","Male"
"700111439","Gut","Stool","Female"
"700114109","Oral","Tongue_dorsum","Female"
"700114441","Oral","Subgingival_plaque","Female"
"700114176","Oral","Supragingival_plaque","Male"
"700114052","Oral","Buccal_mucosa","Female"
"700113626","Oral","Buccal_mucosa","Male"
"700110818","Oral","Tongue_dorsum","Female"
"700114438","Oral","Palatine_Tonsils","Female"
"700114000","Gut","Stool","Male"
"700114661","Oral","Tongue_dorsum","Male"
"700114172","Oral","Buccal_mucosa","Male"
"700114161","Vaginal","Posterior_fornix","Female"
"700114015","Skin","Anterior_nares","Male"
"700114110","Oral","Buccal_mucosa","Female"
"700111586","Oral","Supragingival_plaque","Female"
"700112021","Oral","Buccal_mucosa","Male"
"700111222","Gut","Stool","Female"
"700114544","Oral","Buccal_mucosa","Female"
"700111296","Gut","Stool","Female"
"700114633","Oral","Supragingival_plaque","Female"
"700113557","Oral","Palatine_Tonsils","Female"
"700113023","Oral","Subgingival_plaque","Male"
"700114005","Oral","Buccal_mucosa","Male"
"700114965","Skin","Anterior_nares","Male"
"700113163","Oral","Buccal_mucosa","Female"
"700114103","Vaginal","Posterior_fornix","Female"
"700111986","Gut","Stool","Male"
"700114545","Oral","Keratinized_gingiva","Female"
"700114916","Oral","Buccal_mucosa","Female"
"700114071","Oral","Tongue_dorsum","Female"
"700111044","Skin","Anterior_nares","Male"
"700111745","Gut","Stool","Female"
"700114379","Oral","Throat","Male"
"700114653","Gut","Stool","Female"
"700114114","Oral","Supragingival_plaque","Female"
"700110593","Oral","Tongue_dorsum","Male"
"700114713","Oral","Palatine_Tonsils","Male"
"700110830","Skin","Anterior_nares","Female"
"700114085","Oral","Supragingival_plaque","Female"
"700114761","Oral","Keratinized_gingiva","Male"
"700111038","Oral","Supragingival_plaque","Male"
"700113550","Vaginal","Posterior_fornix","Female"
"700114911","Gut","Stool","Female"
"700114075","Oral","Buccal_mucosa","Female"
"700112029","Oral","Supragingival_plaque","Male"
"700113176","Vaginal","Posterior_fornix","Female"
"700114125","Gut","Stool","Female"
"700114431","Vaginal","Posterior_fornix","Female"
"700114804","Vaginal","Vaginal_introitus","Female"
"700113018","Oral","Buccal_mucosa","Male"
"700114599","Oral","Tongue_dorsum","Female"
"700114057","Oral","Supragingival_plaque","Female"
"700114549","Oral","Subgingival_plaque","Female"
"700114225","Oral","Palatine_Tonsils","Female"
"700114480","Gut","Stool","Female"
"700114212","Vaginal","Posterior_fornix","Female"
"700114654","Skin","L_Retroauricular_crease","Male"
"700114970","Oral","Buccal_mucosa","Male"
"700111026","Gut","Stool","Male"
"700111297","Gut","Stool","Female"
"700110877","Vaginal","Posterior_fornix","Female"
"700110833","Vaginal","Posterior_fornix","Female"
"700113177","Gut","Stool","Female"
"700114050","Oral","Tongue_dorsum","Female"
"700114625","Oral","Buccal_mucosa","Female"
"700114918","Oral","Palatine_Tonsils","Female"
"700114667","Oral","Supragingival_plaque","Male"
"700111505","Gut","Stool","Male"
"700114223","Oral","Buccal_mucosa","Female"
"700112017","Oral","Tongue_dorsum","Male"
"700110824","Oral","Supragingival_plaque","Female"
"700111034","Oral","Buccal_mucosa","Male"
"700114063","Skin","Anterior_nares","Female"
"700111156","Gut","Stool","Female"
"700114452","Skin","Anterior_nares","Female"
"700114214","Skin","R_Retroauricular_crease","Female"
"700114621","Oral","Tongue_dorsum","Female"
"700114914","Oral","Tongue_dorsum","Female"
"700114174","Oral","Palatine_Tonsils","Male"
"700114476","Oral","Supragingival_plaque","Female"
"700114337","Oral","Throat","Male"
"700114651","Vaginal","Posterior_fornix","Female"
"700114218","Gut","Stool","Female"
"700110820","Oral","Buccal_mucosa","Female"
"700114082","Gut","Stool","Female"
"700114372","Oral","Saliva","Male"
"700113559","Oral","Supragingival_plaque","Female"
"700114274","Vaginal","Mid_vagina","Female"
"700114547","Oral","Throat","Female"
"700101134","Gut","Stool","Female"
"700101140","Oral","Tongue_dorsum","Female"
"700101146","Oral","Supragingival_plaque","Female"
"700101217","Vaginal","Posterior_fornix","Female"
"700112046","Gut","Stool","Male"
"700112052","Oral","Tongue_dorsum","Male"
"700112054","Oral","Buccal_mucosa","Male"
"700112058","Oral","Supragingival_plaque","Male"
"700112064","Skin","Anterior_nares","Male"
"700112376","Gut","Stool","Male"
"700112382","Oral","Tongue_dorsum","Male"
"700112384","Oral","Buccal_mucosa","Male"
"700112388","Oral","Supragingival_plaque","Male"
"700112394","Skin","Anterior_nares","Male"
"700112433","Gut","Stool","Male"
"700112445","Oral","Supragingival_plaque","Male"
"700112490","Gut","Stool","Male"
"700112496","Oral","Tongue_dorsum","Male"
"700112498","Oral","Buccal_mucosa","Male"
"700112502","Oral","Supragingival_plaque","Male"
"700112504","Skin","L_Retroauricular_crease","Male"
"700112505","Skin","R_Retroauricular_crease","Male"
"700112508","Skin","Anterior_nares","Male"
"700112755","Gut","Stool","Male"
"700112761","Oral","Tongue_dorsum","Male"
"700112763","Oral","Buccal_mucosa","Male"
"700112767","Oral","Supragingival_plaque","Male"
"700112769","Skin","L_Retroauricular_crease","Male"
"700112770","Skin","R_Retroauricular_crease","Male"
"700112773","Skin","Anterior_nares","Male"
"700112812","Gut","Stool","Female"
"700112813","Gut","Stool","Female"
"700112818","Oral","Tongue_dorsum","Female"
"700112820","Oral","Buccal_mucosa","Female"
"700112824","Oral","Supragingival_plaque","Female"
"700112833","Vaginal","Posterior_fornix","Female"
"700112847","Oral","Tongue_dorsum","Female"
"700112851","Oral","Buccal_mucosa","Female"
"700112859","Oral","Supragingival_plaque","Female"
"700112877","Vaginal","Posterior_fornix","Female"
"700113705","Gut","Stool","Female"
"700113754","Oral","Tongue_dorsum","Male"
"700113756","Oral","Buccal_mucosa","Male"
"700113760","Oral","Supragingival_plaque","Male"
"700113762","Gut","Stool","Male"
"700113767","Skin","Anterior_nares","Male"
"700113802","Oral","Tongue_dorsum","Female"
"700113804","Oral","Buccal_mucosa","Female"
"700113808","Oral","Supragingival_plaque","Female"
"700113810","Gut","Stool","Female"
"700113815","Skin","Anterior_nares","Female"
"700113818","Vaginal","Posterior_fornix","Female"
"700113859","Oral","Tongue_dorsum","Female"
"700113861","Oral","Buccal_mucosa","Female"
"700113865","Oral","Supragingival_plaque","Female"
"700113867","Gut","Stool","Female"
"700113872","Skin","Anterior_nares","Female"
"700113875","Vaginal","Posterior_fornix","Female"
"700113918","Oral","Buccal_mucosa","Female"
"700113938","Oral","Tongue_dorsum","Female"
"700113941","Oral","Buccal_mucosa","Female"
"700113944","Oral","Keratinized_gingiva","Female"
"700113948","Oral","Throat","Female"
"700113950","Oral","Supragingival_plaque","Female"
"700113952","Oral","Subgingival_plaque","Female"
"700113954","Gut","Stool","Female"
"700113966","Vaginal","Vaginal_introitus","Female"
"700113968","Vaginal","Mid_vagina","Female"
"700113970","Vaginal","Posterior_fornix","Female"
"700113971","Skin","Anterior_nares","Female"
"700113974","Vaginal","Posterior_fornix","Female"
"700113975","Gut","Stool","Female"
"700113978","Oral","Tongue_dorsum","Female"
"700113980","Oral","Buccal_mucosa","Female"
"700113984","Oral","Supragingival_plaque","Female"
"700116028","Gut","Stool","Male"
"700116033","Skin","Anterior_nares","Male"
"700116036","Oral","Tongue_dorsum","Male"
"700116038","Oral","Buccal_mucosa","Male"
"700116042","Oral","Supragingival_plaque","Male"
"700116076","Gut","Stool","Female"
"700116081","Skin","Anterior_nares","Female"
"700116084","Vaginal","Posterior_fornix","Female"
"700116087","Oral","Tongue_dorsum","Female"
